** CONVERTED FROM /home/methlab/Desktop/LEAMA-main/data/99/99_3.edf using edfapi 4.2.1.0 Linux   standalone Jun 18 2021 on Sat Apr 22 10:59:14 2023
** DATE: Wed May 13 22:58:14 2015
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.09 Nov 17 2015
** CAMERA: Eyelink GL Version 1.2 Sensor=AJ7
** SERIAL NUMBER: CLG-BDB07
** CAMERA_CONFIG: BDB07200.SCD
**

MSG	5433179 RECCFG CR 500 2 1 L
MSG	5433179 ELCLCFG RTABLER
MSG	5433179 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	5433179 THRESHOLDS L 66 195
MSG	5433179 ELCL_WINDOW_SIZES 176 176 224 224
MSG	5433179 CAMERA_LENS_FOCAL_LENGTH 27.00 
MSG	5433179 PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG	5433179 ELCL_PROC ELLIPSE  (5)
MSG	5433179 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	5433180 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	CR	FILTER	2
INPUT	5433180	127
MSG	5433180 !MODE RECORD CR 500 2 1 L
5433180	   .	   .	    0.0	...
SSACC L  5433182
SBLINK L 5433182
5436452	   .	   .	    0.0	...
5436454	   .	   .	    0.0	...
5436456	   .	   .	    0.0	...
5436458	   .	   .	    0.0	...
5436460	   .	   .	    0.0	...
5436462	   .	   .	    0.0	...
5436464	   .	   .	    0.0	...
5436466	   .	   .	    0.0	...
5436468	   .	   .	    0.0	...
5436470	   .	   .	    0.0	...
5436472	   .	   .	    0.0	...
5436474	   .	   .	    0.0	...
5436476	   .	   .	    0.0	...
5436478	   .	   .	    0.0	...
5436480	   .	   .	    0.0	...
5436482	   .	   .	    0.0	...
5436484	   .	   .	    0.0	...
5436486	   .	   .	    0.0	...
5436488	   .	   .	    0.0	...
5436490	   .	   .	    0.0	...
5436492	   .	   .	    0.0	...
5436494	   .	   .	    0.0	...
5436496	   .	   .	    0.0	...
5436498	   .	   .	    0.0	...
5436500	   .	   .	    0.0	...
5436502	   .	   .	    0.0	...
5436504	   .	   .	    0.0	...
5436506	   .	   .	    0.0	...
5436508	   .	   .	    0.0	...
5436510	   .	   .	    0.0	...
5436512	   .	   .	    0.0	...
5436514	   .	   .	    0.0	...
5436516	   .	   .	    0.0	...
5436518	   .	   .	    0.0	...
5436520	   .	   .	    0.0	...
5436522	   .	   .	    0.0	...
5436524	   .	   .	    0.0	...
5436526	   .	   .	    0.0	...
5436528	   .	   .	    0.0	...
5436530	   .	   .	    0.0	...
5436532	   .	   .	    0.0	...
5436534	   .	   .	    0.0	...
5436536	   .	   .	    0.0	...
5436538	   .	   .	    0.0	...
5436540	   .	   .	    0.0	...
5436542	   .	   .	    0.0	...
5436544	   .	   .	    0.0	...
5436546	   .	   .	    0.0	...
5436548	   .	   .	    0.0	...
5436550	   .	   .	    0.0	...
5436552	   .	   .	    0.0	...
5436554	   .	   .	    0.0	...
5436556	   .	   .	    0.0	...
5436558	   .	   .	    0.0	...
5436560	   .	   .	    0.0	...
5436562	   .	   .	    0.0	...
5436564	   .	   .	    0.0	...
5436566	   .	   .	    0.0	...
MSG	5436568 10
5436568	   .	   .	    0.0	...
5436570	   .	   .	    0.0	...
5436572	   .	   .	    0.0	...
5436574	   .	   .	    0.0	...
5436576	   .	   .	    0.0	...
5436578	   .	   .	    0.0	...
MSG	5436579 40
5436580	   .	   .	    0.0	...
5436582	   .	   .	    0.0	...
5436584	   .	   .	    0.0	...
5436586	   .	   .	    0.0	...
5436588	   .	   .	    0.0	...
5436590	   .	   .	    0.0	...
5436592	   .	   .	    0.0	...
5436594	   .	   .	    0.0	...
5436596	   .	   .	    0.0	...
5436598	   .	   .	    0.0	...
5436600	   .	   .	    0.0	...
5436602	   .	   .	    0.0	...
5436604	   .	   .	    0.0	...
5436606	   .	   .	    0.0	...
5436608	   .	   .	    0.0	...
5436610	   .	   .	    0.0	...
5436612	   .	   .	    0.0	...
5436614	   .	   .	    0.0	...
5436616	   .	   .	    0.0	...
5436618	   .	   .	    0.0	...
5436620	   .	   .	    0.0	...
5436622	   .	   .	    0.0	...
5436624	   .	   .	    0.0	...
5436626	   .	   .	    0.0	...
5436628	   .	   .	    0.0	...
5436630	   .	   .	    0.0	...
5436632	   .	   .	    0.0	...
5436634	   .	   .	    0.0	...
5436636	   .	   .	    0.0	...
5436638	   .	   .	    0.0	...
5436640	   .	   .	    0.0	...
5436642	   .	   .	    0.0	...
5436644	   .	   .	    0.0	...
5436646	   .	   .	    0.0	...
5436648	   .	   .	    0.0	...
5436650	   .	   .	    0.0	...
5436652	   .	   .	    0.0	...
5436654	   .	   .	    0.0	...
5436656	   .	   .	    0.0	...
5436658	   .	   .	    0.0	...
5436660	   .	   .	    0.0	...
5436662	   .	   .	    0.0	...
5436664	   .	   .	    0.0	...
5436666	   .	   .	    0.0	...
5436668	   .	   .	    0.0	...
5436670	   .	   .	    0.0	...
5436672	   .	   .	    0.0	...
5436674	   .	   .	    0.0	...
5436676	   .	   .	    0.0	...
5436678	   .	   .	    0.0	...
5436680	   .	   .	    0.0	...
5436682	   .	   .	    0.0	...
5436684	   .	   .	    0.0	...
5436686	   .	   .	    0.0	...
5436688	   .	   .	    0.0	...
5436690	   .	   .	    0.0	...
5436692	   .	   .	    0.0	...
5436694	   .	   .	    0.0	...
5436696	   .	   .	    0.0	...
5436698	   .	   .	    0.0	...
5436700	   .	   .	    0.0	...
5436702	   .	   .	    0.0	...
5436704	   .	   .	    0.0	...
5436706	   .	   .	    0.0	...
5436708	   .	   .	    0.0	...
5436710	   .	   .	    0.0	...
5436712	   .	   .	    0.0	...
5436714	   .	   .	    0.0	...
5436716	   .	   .	    0.0	...
5436718	   .	   .	    0.0	...
5436720	   .	   .	    0.0	...
5436722	   .	   .	    0.0	...
5436724	   .	   .	    0.0	...
5436726	   .	   .	    0.0	...
5436728	   .	   .	    0.0	...
5436730	   .	   .	    0.0	...
5436732	   .	   .	    0.0	...
5436734	   .	   .	    0.0	...
5436736	   .	   .	    0.0	...
5436738	   .	   .	    0.0	...
5436740	   .	   .	    0.0	...
5436742	   .	   .	    0.0	...
5436744	   .	   .	    0.0	...
5436746	   .	   .	    0.0	...
5436748	   .	   .	    0.0	...
5436750	   .	   .	    0.0	...
5436752	   .	   .	    0.0	...
5436754	   .	   .	    0.0	...
5436756	   .	   .	    0.0	...
5436758	   .	   .	    0.0	...
5436760	   .	   .	    0.0	...
5436762	   .	   .	    0.0	...
5436764	   .	   .	    0.0	...
5436766	   .	   .	    0.0	...
5436768	   .	   .	    0.0	...
5436770	   .	   .	    0.0	...
5436772	   .	   .	    0.0	...
5436774	   .	   .	    0.0	...
5436776	   .	   .	    0.0	...
5436778	   .	   .	    0.0	...
5436780	   .	   .	    0.0	...
5436782	   .	   .	    0.0	...
5436784	   .	   .	    0.0	...
5436786	   .	   .	    0.0	...
5436788	   .	   .	    0.0	...
5436790	   .	   .	    0.0	...
5436792	   .	   .	    0.0	...
5436794	   .	   .	    0.0	...
5436796	   .	   .	    0.0	...
5436798	   .	   .	    0.0	...
5436800	   .	   .	    0.0	...
5436802	   .	   .	    0.0	...
5436804	   .	   .	    0.0	...
5436806	   .	   .	    0.0	...
5436808	   .	   .	    0.0	...
5436810	   .	   .	    0.0	...
5436812	   .	   .	    0.0	...
5436814	   .	   .	    0.0	...
5436816	   .	   .	    0.0	...
5436818	   .	   .	    0.0	...
5436820	   .	   .	    0.0	...
5436822	   .	   .	    0.0	...
5436824	   .	   .	    0.0	...
5436826	   .	   .	    0.0	...
5436828	   .	   .	    0.0	...
5436830	   .	   .	    0.0	...
5436832	   .	   .	    0.0	...
5436834	   .	   .	    0.0	...
5436836	   .	   .	    0.0	...
5436838	   .	   .	    0.0	...
5436840	   .	   .	    0.0	...
5436842	   .	   .	    0.0	...
5436844	   .	   .	    0.0	...
5436846	   .	   .	    0.0	...
5436848	   .	   .	    0.0	...
5436850	   .	   .	    0.0	...
5436852	   .	   .	    0.0	...
5436854	   .	   .	    0.0	...
5436856	   .	   .	    0.0	...
5436858	   .	   .	    0.0	...
5436860	   .	   .	    0.0	...
5436862	   .	   .	    0.0	...
5436864	   .	   .	    0.0	...
5436866	   .	   .	    0.0	...
5436868	   .	   .	    0.0	...
5436870	   .	   .	    0.0	...
5436872	   .	   .	    0.0	...
5436874	   .	   .	    0.0	...
5436876	   .	   .	    0.0	...
5436878	   .	   .	    0.0	...
5436880	   .	   .	    0.0	...
5436882	   .	   .	    0.0	...
5436884	   .	   .	    0.0	...
5436886	   .	   .	    0.0	...
5436888	   .	   .	    0.0	...
5436890	   .	   .	    0.0	...
5436892	   .	   .	    0.0	...
5436894	   .	   .	    0.0	...
5436896	   .	   .	    0.0	...
5436898	   .	   .	    0.0	...
5436900	   .	   .	    0.0	...
5436902	   .	   .	    0.0	...
5436904	   .	   .	    0.0	...
5436906	   .	   .	    0.0	...
5436908	   .	   .	    0.0	...
5436910	   .	   .	    0.0	...
5436912	   .	   .	    0.0	...
5436914	   .	   .	    0.0	...
5436916	   .	   .	    0.0	...
5436918	   .	   .	    0.0	...
5436920	   .	   .	    0.0	...
5436922	   .	   .	    0.0	...
5436924	   .	   .	    0.0	...
5436926	   .	   .	    0.0	...
5436928	   .	   .	    0.0	...
5436930	   .	   .	    0.0	...
5436932	   .	   .	    0.0	...
5436934	   .	   .	    0.0	...
5436936	   .	   .	    0.0	...
5436938	   .	   .	    0.0	...
5436940	   .	   .	    0.0	...
5436942	   .	   .	    0.0	...
5436944	   .	   .	    0.0	...
5436946	   .	   .	    0.0	...
5436948	   .	   .	    0.0	...
5436950	   .	   .	    0.0	...
5436952	   .	   .	    0.0	...
5436954	   .	   .	    0.0	...
5436956	   .	   .	    0.0	...
5436958	   .	   .	    0.0	...
5436960	   .	   .	    0.0	...
5436962	   .	   .	    0.0	...
5436964	   .	   .	    0.0	...
5436966	   .	   .	    0.0	...
5436968	   .	   .	    0.0	...
5436970	   .	   .	    0.0	...
5436972	   .	   .	    0.0	...
5436974	   .	   .	    0.0	...
5436976	   .	   .	    0.0	...
5436978	   .	   .	    0.0	...
5436980	   .	   .	    0.0	...
5436982	   .	   .	    0.0	...
5436984	   .	   .	    0.0	...
5436986	   .	   .	    0.0	...
5436988	   .	   .	    0.0	...
5436990	   .	   .	    0.0	...
5436992	   .	   .	    0.0	...
5436994	   .	   .	    0.0	...
5436996	   .	   .	    0.0	...
5436998	   .	   .	    0.0	...
5437000	   .	   .	    0.0	...
5437002	   .	   .	    0.0	...
5437004	   .	   .	    0.0	...
5437006	   .	   .	    0.0	...
5437008	   .	   .	    0.0	...
5437010	   .	   .	    0.0	...
5437012	   .	   .	    0.0	...
5437014	   .	   .	    0.0	...
5437016	   .	   .	    0.0	...
5437018	   .	   .	    0.0	...
5437020	   .	   .	    0.0	...
5437022	   .	   .	    0.0	...
5437024	   .	   .	    0.0	...
5437026	   .	   .	    0.0	...
5437028	   .	   .	    0.0	...
5437030	   .	   .	    0.0	...
5437032	   .	   .	    0.0	...
5437034	   .	   .	    0.0	...
5437036	   .	   .	    0.0	...
5437038	   .	   .	    0.0	...
5437040	   .	   .	    0.0	...
5437042	   .	   .	    0.0	...
5437044	   .	   .	    0.0	...
5437046	   .	   .	    0.0	...
5437048	   .	   .	    0.0	...
5437050	   .	   .	    0.0	...
5437052	   .	   .	    0.0	...
5437054	   .	   .	    0.0	...
5437056	   .	   .	    0.0	...
5437058	   .	   .	    0.0	...
5437060	   .	   .	    0.0	...
5437062	   .	   .	    0.0	...
5437064	   .	   .	    0.0	...
5437066	   .	   .	    0.0	...
5437068	   .	   .	    0.0	...
5437070	   .	   .	    0.0	...
5437072	   .	   .	    0.0	...
5437074	   .	   .	    0.0	...
5437076	   .	   .	    0.0	...
5437078	   .	   .	    0.0	...
5437080	   .	   .	    0.0	...
5437082	   .	   .	    0.0	...
5437084	   .	   .	    0.0	...
5437086	   .	   .	    0.0	...
5437088	   .	   .	    0.0	...
5437090	   .	   .	    0.0	...
5437092	   .	   .	    0.0	...
5437094	   .	   .	    0.0	...
5437096	   .	   .	    0.0	...
5437098	   .	   .	    0.0	...
5437100	   .	   .	    0.0	...
5437102	   .	   .	    0.0	...
5437104	   .	   .	    0.0	...
5437106	   .	   .	    0.0	...
5437108	   .	   .	    0.0	...
5437110	   .	   .	    0.0	...
5437112	   .	   .	    0.0	...
5437114	   .	   .	    0.0	...
5437116	   .	   .	    0.0	...
5437118	   .	   .	    0.0	...
5437120	   .	   .	    0.0	...
5437122	   .	   .	    0.0	...
5437124	   .	   .	    0.0	...
5437126	   .	   .	    0.0	...
5437128	   .	   .	    0.0	...
5437130	   .	   .	    0.0	...
5437132	   .	   .	    0.0	...
5437134	   .	   .	    0.0	...
5437136	   .	   .	    0.0	...
5437138	   .	   .	    0.0	...
5437140	   .	   .	    0.0	...
5437142	   .	   .	    0.0	...
5437144	   .	   .	    0.0	...
5437146	   .	   .	    0.0	...
5437148	   .	   .	    0.0	...
5437150	   .	   .	    0.0	...
5437152	   .	   .	    0.0	...
5437154	   .	   .	    0.0	...
5437156	   .	   .	    0.0	...
5437158	   .	   .	    0.0	...
5437160	   .	   .	    0.0	...
5437162	   .	   .	    0.0	...
5437164	   .	   .	    0.0	...
5437166	   .	   .	    0.0	...
5437168	   .	   .	    0.0	...
5437170	   .	   .	    0.0	...
5437172	   .	   .	    0.0	...
5437174	   .	   .	    0.0	...
5437176	   .	   .	    0.0	...
5437178	   .	   .	    0.0	...
5437180	   .	   .	    0.0	...
5437182	   .	   .	    0.0	...
5437184	   .	   .	    0.0	...
5437186	   .	   .	    0.0	...
5437188	   .	   .	    0.0	...
5437190	   .	   .	    0.0	...
5437192	   .	   .	    0.0	...
5437194	   .	   .	    0.0	...
5437196	   .	   .	    0.0	...
5437198	   .	   .	    0.0	...
5437200	   .	   .	    0.0	...
5437202	   .	   .	    0.0	...
5437204	   .	   .	    0.0	...
5437206	   .	   .	    0.0	...
5437208	   .	   .	    0.0	...
5437210	   .	   .	    0.0	...
5437212	   .	   .	    0.0	...
5437214	   .	   .	    0.0	...
5437216	   .	   .	    0.0	...
5437218	   .	   .	    0.0	...
5437220	   .	   .	    0.0	...
5437222	   .	   .	    0.0	...
5437224	   .	   .	    0.0	...
5437226	   .	   .	    0.0	...
5437228	   .	   .	    0.0	...
5437230	   .	   .	    0.0	...
5437232	   .	   .	    0.0	...
5437234	   .	   .	    0.0	...
5437236	   .	   .	    0.0	...
5437238	   .	   .	    0.0	...
5437240	   .	   .	    0.0	...
5437242	   .	   .	    0.0	...
5437244	   .	   .	    0.0	...
5437246	   .	   .	    0.0	...
5437248	   .	   .	    0.0	...
5437250	   .	   .	    0.0	...
5437252	   .	   .	    0.0	...
5437254	   .	   .	    0.0	...
5437256	   .	   .	    0.0	...
5437258	   .	   .	    0.0	...
5437260	   .	   .	    0.0	...
5437262	   .	   .	    0.0	...
5437264	   .	   .	    0.0	...
5437266	   .	   .	    0.0	...
5437268	   .	   .	    0.0	...
5437270	   .	   .	    0.0	...
5437272	   .	   .	    0.0	...
5437274	   .	   .	    0.0	...
5437276	   .	   .	    0.0	...
5437278	   .	   .	    0.0	...
5437280	   .	   .	    0.0	...
5437282	   .	   .	    0.0	...
5437284	   .	   .	    0.0	...
5437286	   .	   .	    0.0	...
5437288	   .	   .	    0.0	...
5437290	   .	   .	    0.0	...
5437292	   .	   .	    0.0	...
5437294	   .	   .	    0.0	...
5437296	   .	   .	    0.0	...
5437298	   .	   .	    0.0	...
5437300	   .	   .	    0.0	...
5437302	   .	   .	    0.0	...
5437304	   .	   .	    0.0	...
5437306	   .	   .	    0.0	...
5437308	   .	   .	    0.0	...
5437310	   .	   .	    0.0	...
5437312	   .	   .	    0.0	...
5437314	   .	   .	    0.0	...
5437316	   .	   .	    0.0	...
5437318	   .	   .	    0.0	...
5437320	   .	   .	    0.0	...
5437322	   .	   .	    0.0	...
5437324	   .	   .	    0.0	...
5437326	   .	   .	    0.0	...
5437328	   .	   .	    0.0	...
5437330	   .	   .	    0.0	...
5437332	   .	   .	    0.0	...
5437334	   .	   .	    0.0	...
5437336	   .	   .	    0.0	...
5437338	   .	   .	    0.0	...
5437340	   .	   .	    0.0	...
5437342	   .	   .	    0.0	...
5437344	   .	   .	    0.0	...
5437346	   .	   .	    0.0	...
5437348	   .	   .	    0.0	...
5437350	   .	   .	    0.0	...
5437352	   .	   .	    0.0	...
5437354	   .	   .	    0.0	...
5437356	   .	   .	    0.0	...
5437358	   .	   .	    0.0	...
5437360	   .	   .	    0.0	...
5437362	   .	   .	    0.0	...
5437364	   .	   .	    0.0	...
5437366	   .	   .	    0.0	...
5437368	   .	   .	    0.0	...
5437370	   .	   .	    0.0	...
5437372	   .	   .	    0.0	...
5437374	   .	   .	    0.0	...
5437376	   .	   .	    0.0	...
5437378	   .	   .	    0.0	...
5437380	   .	   .	    0.0	...
5437382	   .	   .	    0.0	...
5437384	   .	   .	    0.0	...
5437386	   .	   .	    0.0	...
5437388	   .	   .	    0.0	...
5437390	   .	   .	    0.0	...
5437392	   .	   .	    0.0	...
5437394	   .	   .	    0.0	...
5437396	   .	   .	    0.0	...
5437398	   .	   .	    0.0	...
5437400	   .	   .	    0.0	...
5437402	   .	   .	    0.0	...
5437404	   .	   .	    0.0	...
5437406	   .	   .	    0.0	...
5437408	   .	   .	    0.0	...
5437410	   .	   .	    0.0	...
5437412	   .	   .	    0.0	...
5437414	   .	   .	    0.0	...
5437416	   .	   .	    0.0	...
5437418	   .	   .	    0.0	...
5437420	   .	   .	    0.0	...
5437422	   .	   .	    0.0	...
5437424	   .	   .	    0.0	...
5437426	   .	   .	    0.0	...
5437428	   .	   .	    0.0	...
5437430	   .	   .	    0.0	...
5437432	   .	   .	    0.0	...
5437434	   .	   .	    0.0	...
5437436	   .	   .	    0.0	...
5437438	   .	   .	    0.0	...
5437440	   .	   .	    0.0	...
5437442	   .	   .	    0.0	...
5437444	   .	   .	    0.0	...
5437446	   .	   .	    0.0	...
5437448	   .	   .	    0.0	...
5437450	   .	   .	    0.0	...
5437452	   .	   .	    0.0	...
5437454	   .	   .	    0.0	...
5437456	   .	   .	    0.0	...
5437458	   .	   .	    0.0	...
5437460	   .	   .	    0.0	...
5437462	   .	   .	    0.0	...
5437464	   .	   .	    0.0	...
5437466	   .	   .	    0.0	...
5437468	   .	   .	    0.0	...
5437470	   .	   .	    0.0	...
5437472	   .	   .	    0.0	...
5437474	   .	   .	    0.0	...
5437476	   .	   .	    0.0	...
5437478	   .	   .	    0.0	...
5437480	   .	   .	    0.0	...
5437482	   .	   .	    0.0	...
5437484	   .	   .	    0.0	...
5437486	   .	   .	    0.0	...
5437488	   .	   .	    0.0	...
5437490	   .	   .	    0.0	...
5437492	   .	   .	    0.0	...
5437494	   .	   .	    0.0	...
5437496	   .	   .	    0.0	...
5437498	   .	   .	    0.0	...
5437500	   .	   .	    0.0	...
5437502	   .	   .	    0.0	...
5437504	   .	   .	    0.0	...
5437506	   .	   .	    0.0	...
5437508	   .	   .	    0.0	...
5437510	   .	   .	    0.0	...
5437512	   .	   .	    0.0	...
5437514	   .	   .	    0.0	...
5437516	   .	   .	    0.0	...
5437518	   .	   .	    0.0	...
5437520	   .	   .	    0.0	...
5437522	   .	   .	    0.0	...
5437524	   .	   .	    0.0	...
5437526	   .	   .	    0.0	...
5437528	   .	   .	    0.0	...
5437530	   .	   .	    0.0	...
5437532	   .	   .	    0.0	...
5437534	   .	   .	    0.0	...
5437536	   .	   .	    0.0	...
5437538	   .	   .	    0.0	...
5437540	   .	   .	    0.0	...
5437542	   .	   .	    0.0	...
5437544	   .	   .	    0.0	...
5437546	   .	   .	    0.0	...
5437548	   .	   .	    0.0	...
5437550	   .	   .	    0.0	...
5437552	   .	   .	    0.0	...
5437554	   .	   .	    0.0	...
5437556	   .	   .	    0.0	...
5437558	   .	   .	    0.0	...
5437560	   .	   .	    0.0	...
5437562	   .	   .	    0.0	...
5437564	   .	   .	    0.0	...
5437566	   .	   .	    0.0	...
5437568	   .	   .	    0.0	...
5437570	   .	   .	    0.0	...
5437572	   .	   .	    0.0	...
5437574	   .	   .	    0.0	...
5437576	   .	   .	    0.0	...
5437578	   .	   .	    0.0	...
5437580	   .	   .	    0.0	...
5437582	   .	   .	    0.0	...
5437584	   .	   .	    0.0	...
5437586	   .	   .	    0.0	...
5437588	   .	   .	    0.0	...
5437590	   .	   .	    0.0	...
5437592	   .	   .	    0.0	...
5437594	   .	   .	    0.0	...
5437596	   .	   .	    0.0	...
5437598	   .	   .	    0.0	...
5437600	   .	   .	    0.0	...
5437602	   .	   .	    0.0	...
5437604	   .	   .	    0.0	...
5437606	   .	   .	    0.0	...
5437608	   .	   .	    0.0	...
5437610	   .	   .	    0.0	...
5437612	   .	   .	    0.0	...
5437614	   .	   .	    0.0	...
5437616	   .	   .	    0.0	...
5437618	   .	   .	    0.0	...
5437620	   .	   .	    0.0	...
5437622	   .	   .	    0.0	...
5437624	   .	   .	    0.0	...
5437626	   .	   .	    0.0	...
5437628	   .	   .	    0.0	...
5437630	   .	   .	    0.0	...
5437632	   .	   .	    0.0	...
5437634	   .	   .	    0.0	...
5437636	   .	   .	    0.0	...
5437638	   .	   .	    0.0	...
5437640	   .	   .	    0.0	...
5437642	   .	   .	    0.0	...
MSG	5437644 15
5437644	   .	   .	    0.0	...
5437646	   .	   .	    0.0	...
5437648	   .	   .	    0.0	...
5437650	   .	   .	    0.0	...
5437652	   .	   .	    0.0	...
5437654	   .	   .	    0.0	...
5437656	   .	   .	    0.0	...
5437658	   .	   .	    0.0	...
5437660	   .	   .	    0.0	...
5437662	   .	   .	    0.0	...
5437664	   .	   .	    0.0	...
5437666	   .	   .	    0.0	...
5437668	   .	   .	    0.0	...
5437670	   .	   .	    0.0	...
5437672	   .	   .	    0.0	...
5437674	   .	   .	    0.0	...
5437676	   .	   .	    0.0	...
5437678	   .	   .	    0.0	...
5437680	   .	   .	    0.0	...
5437682	   .	   .	    0.0	...
5437684	   .	   .	    0.0	...
5437686	   .	   .	    0.0	...
5437688	   .	   .	    0.0	...
5437690	   .	   .	    0.0	...
5437692	   .	   .	    0.0	...
5437694	   .	   .	    0.0	...
5437696	   .	   .	    0.0	...
5437698	   .	   .	    0.0	...
5437700	   .	   .	    0.0	...
5437702	   .	   .	    0.0	...
5437704	   .	   .	    0.0	...
5437706	   .	   .	    0.0	...
5437708	   .	   .	    0.0	...
5437710	   .	   .	    0.0	...
5437712	   .	   .	    0.0	...
5437714	   .	   .	    0.0	...
5437716	   .	   .	    0.0	...
5437718	   .	   .	    0.0	...
5437720	   .	   .	    0.0	...
5437722	   .	   .	    0.0	...
5437724	   .	   .	    0.0	...
5437726	   .	   .	    0.0	...
5437728	   .	   .	    0.0	...
5437730	   .	   .	    0.0	...
5437732	   .	   .	    0.0	...
5437734	   .	   .	    0.0	...
5437736	   .	   .	    0.0	...
5437738	   .	   .	    0.0	...
5437740	   .	   .	    0.0	...
5437742	   .	   .	    0.0	...
5437744	   .	   .	    0.0	...
5437746	   .	   .	    0.0	...
5437748	   .	   .	    0.0	...
5437750	   .	   .	    0.0	...
5437752	   .	   .	    0.0	...
5437754	   .	   .	    0.0	...
5437756	   .	   .	    0.0	...
5437758	   .	   .	    0.0	...
5437760	   .	   .	    0.0	...
5437762	   .	   .	    0.0	...
5437764	   .	   .	    0.0	...
5437766	   .	   .	    0.0	...
5437768	   .	   .	    0.0	...
5437770	   .	   .	    0.0	...
5437772	   .	   .	    0.0	...
5437774	   .	   .	    0.0	...
5437776	   .	   .	    0.0	...
5437778	   .	   .	    0.0	...
5437780	   .	   .	    0.0	...
5437782	   .	   .	    0.0	...
5437784	   .	   .	    0.0	...
5437786	   .	   .	    0.0	...
5437788	   .	   .	    0.0	...
5437790	   .	   .	    0.0	...
5437792	   .	   .	    0.0	...
5437794	   .	   .	    0.0	...
5437796	   .	   .	    0.0	...
5437798	   .	   .	    0.0	...
5437800	   .	   .	    0.0	...
5437802	   .	   .	    0.0	...
5437804	   .	   .	    0.0	...
5437806	   .	   .	    0.0	...
5437808	   .	   .	    0.0	...
5437810	   .	   .	    0.0	...
5437812	   .	   .	    0.0	...
5437814	   .	   .	    0.0	...
5437816	   .	   .	    0.0	...
5437818	   .	   .	    0.0	...
5437820	   .	   .	    0.0	...
5437822	   .	   .	    0.0	...
5437824	   .	   .	    0.0	...
5437826	   .	   .	    0.0	...
5437828	   .	   .	    0.0	...
5437830	   .	   .	    0.0	...
5437832	   .	   .	    0.0	...
5437834	   .	   .	    0.0	...
5437836	   .	   .	    0.0	...
5437838	   .	   .	    0.0	...
5437840	   .	   .	    0.0	...
5437842	   .	   .	    0.0	...
5437844	   .	   .	    0.0	...
5437846	   .	   .	    0.0	...
5437848	   .	   .	    0.0	...
5437850	   .	   .	    0.0	...
5437852	   .	   .	    0.0	...
5437854	   .	   .	    0.0	...
5437856	   .	   .	    0.0	...
5437858	   .	   .	    0.0	...
5437860	   .	   .	    0.0	...
5437862	   .	   .	    0.0	...
5437864	   .	   .	    0.0	...
5437866	   .	   .	    0.0	...
5437868	   .	   .	    0.0	...
5437870	   .	   .	    0.0	...
5437872	   .	   .	    0.0	...
5437874	   .	   .	    0.0	...
5437876	   .	   .	    0.0	...
5437878	   .	   .	    0.0	...
5437880	   .	   .	    0.0	...
5437882	   .	   .	    0.0	...
5437884	   .	   .	    0.0	...
5437886	   .	   .	    0.0	...
5437888	   .	   .	    0.0	...
5437890	   .	   .	    0.0	...
5437892	   .	   .	    0.0	...
5437894	   .	   .	    0.0	...
5437896	   .	   .	    0.0	...
5437898	   .	   .	    0.0	...
5437900	   .	   .	    0.0	...
5437902	   .	   .	    0.0	...
5437904	   .	   .	    0.0	...
5437906	   .	   .	    0.0	...
5437908	   .	   .	    0.0	...
5437910	   .	   .	    0.0	...
5437912	   .	   .	    0.0	...
5437914	   .	   .	    0.0	...
5437916	   .	   .	    0.0	...
5437918	   .	   .	    0.0	...
5437920	   .	   .	    0.0	...
5437922	   .	   .	    0.0	...
5437924	   .	   .	    0.0	...
5437926	   .	   .	    0.0	...
5437928	   .	   .	    0.0	...
5437930	   .	   .	    0.0	...
5437932	   .	   .	    0.0	...
5437934	   .	   .	    0.0	...
5437936	   .	   .	    0.0	...
5437938	   .	   .	    0.0	...
5437940	   .	   .	    0.0	...
5437942	   .	   .	    0.0	...
5437944	   .	   .	    0.0	...
5437946	   .	   .	    0.0	...
5437948	   .	   .	    0.0	...
5437950	   .	   .	    0.0	...
5437952	   .	   .	    0.0	...
5437954	   .	   .	    0.0	...
5437956	   .	   .	    0.0	...
5437958	   .	   .	    0.0	...
5437960	   .	   .	    0.0	...
5437962	   .	   .	    0.0	...
5437964	   .	   .	    0.0	...
5437966	   .	   .	    0.0	...
5437968	   .	   .	    0.0	...
5437970	   .	   .	    0.0	...
5437972	   .	   .	    0.0	...
5437974	   .	   .	    0.0	...
5437976	   .	   .	    0.0	...
5437978	   .	   .	    0.0	...
5437980	   .	   .	    0.0	...
5437982	   .	   .	    0.0	...
5437984	   .	   .	    0.0	...
5437986	   .	   .	    0.0	...
5437988	   .	   .	    0.0	...
5437990	   .	   .	    0.0	...
5437992	   .	   .	    0.0	...
5437994	   .	   .	    0.0	...
5437996	   .	   .	    0.0	...
5437998	   .	   .	    0.0	...
5438000	   .	   .	    0.0	...
