** CONVERTED FROM /home/methlab/Desktop/LEAMA-main/data/99/99_3.edf using edfapi 4.2.1.0 Linux   standalone Jun 18 2021 on Sat Apr 22 10:59:14 2023
** DATE: Wed May 13 22:58:14 2015
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.09 Nov 17 2015
** CAMERA: Eyelink GL Version 1.2 Sensor=AJ7
** SERIAL NUMBER: CLG-BDB07
** CAMERA_CONFIG: BDB07200.SCD
**

MSG	5433179 RECCFG CR 500 2 1 L
MSG	5433179 ELCLCFG RTABLER
MSG	5433179 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	5433179 THRESHOLDS L 66 195
MSG	5433179 ELCL_WINDOW_SIZES 176 176 224 224
MSG	5433179 CAMERA_LENS_FOCAL_LENGTH 27.00 
MSG	5433179 PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG	5433179 ELCL_PROC ELLIPSE  (5)
MSG	5433179 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	5433180 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	CR	FILTER	2
INPUT	5433180	127
MSG	5433180 !MODE RECORD CR 500 2 1 L
5433180	   .	   .	    0.0	...
SSACC L  5433182
SBLINK L 5433182
5433876	   .	   .	    0.0	...
5433878	   .	   .	    0.0	...
5433880	   .	   .	    0.0	...
5433882	   .	   .	    0.0	...
5433884	   .	   .	    0.0	...
5433886	   .	   .	    0.0	...
5433888	   .	   .	    0.0	...
5433890	   .	   .	    0.0	...
5433892	   .	   .	    0.0	...
5433894	   .	   .	    0.0	...
5433896	   .	   .	    0.0	...
5433898	   .	   .	    0.0	...
5433900	   .	   .	    0.0	...
5433902	   .	   .	    0.0	...
5433904	   .	   .	    0.0	...
5433906	   .	   .	    0.0	...
5433908	   .	   .	    0.0	...
5433910	   .	   .	    0.0	...
5433912	   .	   .	    0.0	...
5433914	   .	   .	    0.0	...
5433916	   .	   .	    0.0	...
5433918	   .	   .	    0.0	...
5433920	   .	   .	    0.0	...
5433922	   .	   .	    0.0	...
5433924	   .	   .	    0.0	...
5433926	   .	   .	    0.0	...
5433928	   .	   .	    0.0	...
5433930	   .	   .	    0.0	...
5433932	   .	   .	    0.0	...
5433934	   .	   .	    0.0	...
5433936	   .	   .	    0.0	...
5433938	   .	   .	    0.0	...
5433940	   .	   .	    0.0	...
5433942	   .	   .	    0.0	...
5433944	   .	   .	    0.0	...
5433946	   .	   .	    0.0	...
5433948	   .	   .	    0.0	...
5433950	   .	   .	    0.0	...
5433952	   .	   .	    0.0	...
5433954	   .	   .	    0.0	...
5433956	   .	   .	    0.0	...
5433958	   .	   .	    0.0	...
5433960	   .	   .	    0.0	...
5433962	   .	   .	    0.0	...
5433964	   .	   .	    0.0	...
5433966	   .	   .	    0.0	...
5433968	   .	   .	    0.0	...
5433970	   .	   .	    0.0	...
5433972	   .	   .	    0.0	...
5433974	   .	   .	    0.0	...
5433976	   .	   .	    0.0	...
5433978	   .	   .	    0.0	...
5433980	   .	   .	    0.0	...
5433982	   .	   .	    0.0	...
5433984	   .	   .	    0.0	...
5433986	   .	   .	    0.0	...
5433988	   .	   .	    0.0	...
5433990	   .	   .	    0.0	...
5433992	   .	   .	    0.0	...
5433994	   .	   .	    0.0	...
5433996	   .	   .	    0.0	...
5433998	   .	   .	    0.0	...
5434000	   .	   .	    0.0	...
5434002	   .	   .	    0.0	...
5434004	   .	   .	    0.0	...
5434006	   .	   .	    0.0	...
5434008	   .	   .	    0.0	...
5434010	   .	   .	    0.0	...
5434012	   .	   .	    0.0	...
5434014	   .	   .	    0.0	...
5434016	   .	   .	    0.0	...
5434018	   .	   .	    0.0	...
5434020	   .	   .	    0.0	...
5434022	   .	   .	    0.0	...
5434024	   .	   .	    0.0	...
5434026	   .	   .	    0.0	...
5434028	   .	   .	    0.0	...
5434030	   .	   .	    0.0	...
5434032	   .	   .	    0.0	...
5434034	   .	   .	    0.0	...
5434036	   .	   .	    0.0	...
5434038	   .	   .	    0.0	...
5434040	   .	   .	    0.0	...
5434042	   .	   .	    0.0	...
5434044	   .	   .	    0.0	...
5434046	   .	   .	    0.0	...
5434048	   .	   .	    0.0	...
5434050	   .	   .	    0.0	...
5434052	   .	   .	    0.0	...
5434054	   .	   .	    0.0	...
5434056	   .	   .	    0.0	...
5434058	   .	   .	    0.0	...
5434060	   .	   .	    0.0	...
5434062	   .	   .	    0.0	...
5434064	   .	   .	    0.0	...
5434066	   .	   .	    0.0	...
5434068	   .	   .	    0.0	...
5434070	   .	   .	    0.0	...
5434072	   .	   .	    0.0	...
5434074	   .	   .	    0.0	...
5434076	   .	   .	    0.0	...
5434078	   .	   .	    0.0	...
5434080	   .	   .	    0.0	...
5434082	   .	   .	    0.0	...
5434084	   .	   .	    0.0	...
5434086	   .	   .	    0.0	...
5434088	   .	   .	    0.0	...
5434090	   .	   .	    0.0	...
5434092	   .	   .	    0.0	...
5434094	   .	   .	    0.0	...
5434096	   .	   .	    0.0	...
5434098	   .	   .	    0.0	...
5434100	   .	   .	    0.0	...
5434102	   .	   .	    0.0	...
5434104	   .	   .	    0.0	...
5434106	   .	   .	    0.0	...
5434108	   .	   .	    0.0	...
5434110	   .	   .	    0.0	...
5434112	   .	   .	    0.0	...
5434114	   .	   .	    0.0	...
5434116	   .	   .	    0.0	...
5434118	   .	   .	    0.0	...
5434120	   .	   .	    0.0	...
5434122	   .	   .	    0.0	...
5434124	   .	   .	    0.0	...
5434126	   .	   .	    0.0	...
5434128	   .	   .	    0.0	...
5434130	   .	   .	    0.0	...
5434132	   .	   .	    0.0	...
5434134	   .	   .	    0.0	...
5434136	   .	   .	    0.0	...
5434138	   .	   .	    0.0	...
5434140	   .	   .	    0.0	...
5434142	   .	   .	    0.0	...
5434144	   .	   .	    0.0	...
5434146	   .	   .	    0.0	...
5434148	   .	   .	    0.0	...
5434150	   .	   .	    0.0	...
5434152	   .	   .	    0.0	...
5434154	   .	   .	    0.0	...
5434156	   .	   .	    0.0	...
5434158	   .	   .	    0.0	...
5434160	   .	   .	    0.0	...
5434162	   .	   .	    0.0	...
5434164	   .	   .	    0.0	...
5434166	   .	   .	    0.0	...
5434168	   .	   .	    0.0	...
5434170	   .	   .	    0.0	...
5434172	   .	   .	    0.0	...
5434174	   .	   .	    0.0	...
5434176	   .	   .	    0.0	...
5434178	   .	   .	    0.0	...
5434180	   .	   .	    0.0	...
5434182	   .	   .	    0.0	...
5434184	   .	   .	    0.0	...
5434186	   .	   .	    0.0	...
5434188	   .	   .	    0.0	...
5434190	   .	   .	    0.0	...
5434192	   .	   .	    0.0	...
5434194	   .	   .	    0.0	...
5434196	   .	   .	    0.0	...
5434198	   .	   .	    0.0	...
5434200	   .	   .	    0.0	...
5434202	   .	   .	    0.0	...
5434204	   .	   .	    0.0	...
5434206	   .	   .	    0.0	...
5434208	   .	   .	    0.0	...
5434210	   .	   .	    0.0	...
5434212	   .	   .	    0.0	...
5434214	   .	   .	    0.0	...
5434216	   .	   .	    0.0	...
5434218	   .	   .	    0.0	...
5434220	   .	   .	    0.0	...
5434222	   .	   .	    0.0	...
5434224	   .	   .	    0.0	...
5434226	   .	   .	    0.0	...
5434228	   .	   .	    0.0	...
5434230	   .	   .	    0.0	...
5434232	   .	   .	    0.0	...
5434234	   .	   .	    0.0	...
5434236	   .	   .	    0.0	...
5434238	   .	   .	    0.0	...
5434240	   .	   .	    0.0	...
5434242	   .	   .	    0.0	...
5434244	   .	   .	    0.0	...
5434246	   .	   .	    0.0	...
5434248	   .	   .	    0.0	...
5434250	   .	   .	    0.0	...
5434252	   .	   .	    0.0	...
5434254	   .	   .	    0.0	...
5434256	   .	   .	    0.0	...
5434258	   .	   .	    0.0	...
5434260	   .	   .	    0.0	...
5434262	   .	   .	    0.0	...
5434264	   .	   .	    0.0	...
5434266	   .	   .	    0.0	...
5434268	   .	   .	    0.0	...
5434270	   .	   .	    0.0	...
5434272	   .	   .	    0.0	...
5434274	   .	   .	    0.0	...
5434276	   .	   .	    0.0	...
5434278	   .	   .	    0.0	...
5434280	   .	   .	    0.0	...
5434282	   .	   .	    0.0	...
5434284	   .	   .	    0.0	...
5434286	   .	   .	    0.0	...
5434288	   .	   .	    0.0	...
5434290	   .	   .	    0.0	...
5434292	   .	   .	    0.0	...
5434294	   .	   .	    0.0	...
5434296	   .	   .	    0.0	...
5434298	   .	   .	    0.0	...
5434300	   .	   .	    0.0	...
5434302	   .	   .	    0.0	...
5434304	   .	   .	    0.0	...
5434306	   .	   .	    0.0	...
5434308	   .	   .	    0.0	...
5434310	   .	   .	    0.0	...
5434312	   .	   .	    0.0	...
5434314	   .	   .	    0.0	...
5434316	   .	   .	    0.0	...
5434318	   .	   .	    0.0	...
5434320	   .	   .	    0.0	...
5434322	   .	   .	    0.0	...
5434324	   .	   .	    0.0	...
5434326	   .	   .	    0.0	...
5434328	   .	   .	    0.0	...
5434330	   .	   .	    0.0	...
5434332	   .	   .	    0.0	...
5434334	   .	   .	    0.0	...
5434336	   .	   .	    0.0	...
5434338	   .	   .	    0.0	...
5434340	   .	   .	    0.0	...
5434342	   .	   .	    0.0	...
5434344	   .	   .	    0.0	...
5434346	   .	   .	    0.0	...
5434348	   .	   .	    0.0	...
5434350	   .	   .	    0.0	...
5434352	   .	   .	    0.0	...
5434354	   .	   .	    0.0	...
5434356	   .	   .	    0.0	...
5434358	   .	   .	    0.0	...
5434360	   .	   .	    0.0	...
5434362	   .	   .	    0.0	...
5434364	   .	   .	    0.0	...
5434366	   .	   .	    0.0	...
5434368	   .	   .	    0.0	...
5434370	   .	   .	    0.0	...
5434372	   .	   .	    0.0	...
5434374	   .	   .	    0.0	...
5434376	   .	   .	    0.0	...
5434378	   .	   .	    0.0	...
5434380	   .	   .	    0.0	...
5434382	   .	   .	    0.0	...
5434384	   .	   .	    0.0	...
5434386	   .	   .	    0.0	...
5434388	   .	   .	    0.0	...
5434390	   .	   .	    0.0	...
5434392	   .	   .	    0.0	...
5434394	   .	   .	    0.0	...
5434396	   .	   .	    0.0	...
5434398	   .	   .	    0.0	...
5434400	   .	   .	    0.0	...
5434402	   .	   .	    0.0	...
5434404	   .	   .	    0.0	...
5434406	   .	   .	    0.0	...
5434408	   .	   .	    0.0	...
5434410	   .	   .	    0.0	...
5434412	   .	   .	    0.0	...
5434414	   .	   .	    0.0	...
5434416	   .	   .	    0.0	...
5434418	   .	   .	    0.0	...
5434420	   .	   .	    0.0	...
5434422	   .	   .	    0.0	...
5434424	   .	   .	    0.0	...
5434426	   .	   .	    0.0	...
5434428	   .	   .	    0.0	...
5434430	   .	   .	    0.0	...
5434432	   .	   .	    0.0	...
5434434	   .	   .	    0.0	...
5434436	   .	   .	    0.0	...
5434438	   .	   .	    0.0	...
5434440	   .	   .	    0.0	...
5434442	   .	   .	    0.0	...
5434444	   .	   .	    0.0	...
5434446	   .	   .	    0.0	...
5434448	   .	   .	    0.0	...
